experiment,fri,gsi,adopters,N,avg_of_thresholds,experiment_id,topology
540,0.56,0.0,0,400,0,MD-B,lattice
541,0.685,0.0,0,400,0,MD-B,lattice
542,0.5325,0.0,0,400,0,MD-B,lattice
543,0.6625,0.0,0,400,0,MD-B,lattice
544,0.59,0.0,0,400,0,MD-B,lattice
545,0.5925,0.0,0,400,0,MD-B,lattice
546,0.53,0.0,0,400,0,MD-B,lattice
547,0.67,0.0,0,400,0,MD-B,lattice
548,0.52,0.0,0,400,0,MD-B,lattice
549,0.4925,0.0,0,400,0,MD-B,lattice
550,0.62,0.0,0,400,0,MD-B,lattice
551,0.6225,0.0,0,400,0,MD-B,lattice
552,0.5775,0.0,0,400,0,MD-B,lattice
553,0.67,0.0,0,400,0,MD-B,lattice
554,0.5825,0.0,0,400,0,MD-B,lattice
555,0.6875,0.0,0,400,0,MD-B,lattice
556,0.6675,0.0,0,400,0,MD-B,lattice
557,0.61,0.0,0,400,0,MD-B,lattice
558,0.66,0.0,0,400,0,MD-B,lattice
559,0.7,0.0,0,400,0,MD-B,lattice
560,0.6525,0.0,0,400,0,MD-B,lattice
561,0.3875,0.0,0,400,0,MD-B,lattice
562,0.5975,0.0,0,400,0,MD-B,lattice
563,0.495,0.0,0,400,0,MD-B,lattice
564,0.62,0.0,0,400,0,MD-B,lattice
565,0.65,0.0,0,400,0,MD-B,lattice
566,0.855,0.0,0,400,0,MD-B,lattice
567,0.615,0.0,0,400,0,MD-B,lattice
568,0.745,0.0,0,400,0,MD-B,lattice
569,0.7075,0.0,0,400,0,MD-B,lattice
570,0.655,0.0,0,400,0,MD-B,lattice
571,0.635,0.0,0,400,0,MD-B,lattice
572,0.585,0.0,0,400,0,MD-B,lattice
573,0.5875,0.0,0,400,0,MD-B,lattice
574,0.72,0.0,0,400,0,MD-B,lattice
575,0.6675,0.0,0,400,0,MD-B,lattice
576,0.695,0.0,0,400,0,MD-B,lattice
577,0.6625,0.0,0,400,0,MD-B,lattice
578,0.5925,0.0,0,400,0,MD-B,lattice
579,0.435,0.0,0,400,0,MD-B,lattice
580,0.515,0.0,0,400,0,MD-B,lattice
581,0.5875,0.0,0,400,0,MD-B,lattice
582,0.5575,0.0,0,400,0,MD-B,lattice
583,0.83,0.0,0,400,0,MD-B,lattice
584,0.6025,0.0,0,400,0,MD-B,lattice
585,0.58,0.0,0,400,0,MD-B,lattice
586,0.65,0.0,0,400,0,MD-B,lattice
587,0.645,0.0,0,400,0,MD-B,lattice
588,0.465,0.0,0,400,0,MD-B,lattice
589,0.7,0.0,0,400,0,MD-B,lattice
590,0.6425,0.0,0,400,0,MD-B,lattice
591,0.5325,0.0,0,400,0,MD-B,lattice
592,0.5975,0.0,0,400,0,MD-B,lattice
593,0.6425,0.0,0,400,0,MD-B,lattice
594,0.33,0.0,0,400,0,MD-B,lattice
595,0.68,0.0,0,400,0,MD-B,lattice
596,0.6525,0.0,0,400,0,MD-B,lattice
597,0.55,0.0,0,400,0,MD-B,lattice
598,0.5825,0.0,0,400,0,MD-B,lattice
599,0.5175,0.0,0,400,0,MD-B,lattice
600,0.505,0.0,0,400,0,MD-B,lattice
601,0.38,0.0,0,400,0,MD-B,lattice
602,0.53,0.0,0,400,0,MD-B,lattice
603,0.4525,0.0,0,400,0,MD-B,lattice
604,0.5575,0.0,0,400,0,MD-B,lattice
605,0.5975,0.0,0,400,0,MD-B,lattice
606,0.605,0.0,0,400,0,MD-B,lattice
607,0.5025,0.0,0,400,0,MD-B,lattice
608,0.6575,0.0,0,400,0,MD-B,lattice
609,0.6675,0.0,0,400,0,MD-B,lattice
610,0.4925,0.0,0,400,0,MD-B,lattice
611,0.555,0.0,0,400,0,MD-B,lattice
612,0.58,0.0,0,400,0,MD-B,lattice
613,0.6475,0.0,0,400,0,MD-B,lattice
614,0.5775,0.0,0,400,0,MD-B,lattice
615,0.5775,0.0,0,400,0,MD-B,lattice
616,0.8075,0.0,0,400,0,MD-B,lattice
617,0.6575,0.0,0,400,0,MD-B,lattice
618,0.5625,0.0,0,400,0,MD-B,lattice
619,0.65,0.0,0,400,0,MD-B,lattice
620,0.58,0.0,0,400,0,MD-B,lattice
621,0.605,0.0,0,400,0,MD-B,lattice
622,0.7375,0.0,0,400,0,MD-B,lattice
623,0.6575,0.0,0,400,0,MD-B,lattice
624,0.535,0.0,0,400,0,MD-B,lattice
625,0.6025,0.0,0,400,0,MD-B,lattice
626,0.6625,0.0,0,400,0,MD-B,lattice
627,0.66,0.0,0,400,0,MD-B,lattice
628,0.7725,0.0,0,400,0,MD-B,lattice
629,0.8025,0.0,0,400,0,MD-B,lattice
630,0.69,0.0,0,400,0,MD-B,lattice
631,0.535,0.0,0,400,0,MD-B,lattice
632,0.47,0.0,0,400,0,MD-B,lattice
633,0.55,0.0,0,400,0,MD-B,lattice
634,0.68,0.0,0,400,0,MD-B,lattice
635,0.675,0.0,0,400,0,MD-B,lattice
636,0.5475,0.0,0,400,0,MD-B,lattice
637,0.5925,0.0,0,400,0,MD-B,lattice
638,0.71,0.0,0,400,0,MD-B,lattice
639,0.6475,0.0,0,400,0,MD-B,lattice
640,0.665,0.0,0,400,0,MD-B,lattice
641,0.5575,0.0,0,400,0,MD-B,lattice
642,0.6575,0.0,0,400,0,MD-B,lattice
643,0.6525,0.0,0,400,0,MD-B,lattice
644,0.555,0.0,0,400,0,MD-B,lattice
645,0.43,0.0,0,400,0,MD-B,lattice
646,0.64,0.0,0,400,0,MD-B,lattice
647,0.48,0.0,0,400,0,MD-B,lattice
648,0.6575,0.0,0,400,0,MD-B,lattice
649,0.51,0.0,0,400,0,MD-B,lattice
650,0.56,0.0,0,400,0,MD-B,lattice
651,0.675,0.0,0,400,0,MD-B,lattice
652,0.6,0.0,0,400,0,MD-B,lattice
653,0.5475,0.0,0,400,0,MD-B,lattice
654,0.505,0.0,0,400,0,MD-B,lattice
655,0.6925,0.0,0,400,0,MD-B,lattice
656,0.6025,0.0,0,400,0,MD-B,lattice
657,0.435,0.0,0,400,0,MD-B,lattice
658,0.6075,0.0,0,400,0,MD-B,lattice
659,0.625,0.0,0,400,0,MD-B,lattice
660,0.6,0.0,0,400,0,MD-B,lattice
661,0.7225,0.0,0,400,0,MD-B,lattice
662,0.5375,0.0,0,400,0,MD-B,lattice
663,0.7325,0.0,0,400,0,MD-B,lattice
664,0.7375,0.0,0,400,0,MD-B,lattice
665,0.6525,0.0,0,400,0,MD-B,lattice
666,0.6425,0.0,0,400,0,MD-B,lattice
667,0.6725,0.0,0,400,0,MD-B,lattice
668,0.5525,0.0,0,400,0,MD-B,lattice
669,0.5675,0.0,0,400,0,MD-B,lattice
670,0.67,0.0,0,400,0,MD-B,lattice
671,0.57,0.0,0,400,0,MD-B,lattice
672,0.565,0.0,0,400,0,MD-B,lattice
673,0.6575,0.0,0,400,0,MD-B,lattice
674,0.565,0.0,0,400,0,MD-B,lattice
675,0.58,0.0,0,400,0,MD-B,lattice
676,0.5025,0.0,0,400,0,MD-B,lattice
677,0.565,0.0,0,400,0,MD-B,lattice
678,0.7025,0.0,0,400,0,MD-B,lattice
679,0.765,0.0,0,400,0,MD-B,lattice
680,0.475,0.0,0,400,0,MD-B,lattice
681,0.655,0.0,0,400,0,MD-B,lattice
682,0.6275,0.0,0,400,0,MD-B,lattice
683,0.755,0.0,0,400,0,MD-B,lattice
684,0.6175,0.0,0,400,0,MD-B,lattice
685,0.59,0.0,0,400,0,MD-B,lattice
686,0.56,0.0,0,400,0,MD-B,lattice
687,0.4475,0.0,0,400,0,MD-B,lattice
688,0.5275,0.0,0,400,0,MD-B,lattice
689,0.525,0.0,0,400,0,MD-B,lattice
690,0.505,0.0,0,400,0,MD-B,lattice
691,0.7575,0.0,0,400,0,MD-B,lattice
692,0.5775,0.0,0,400,0,MD-B,lattice
693,0.7325,0.0,0,400,0,MD-B,lattice
694,0.61,0.0,0,400,0,MD-B,lattice
695,0.645,0.0,0,400,0,MD-B,lattice
696,0.5875,0.0,0,400,0,MD-B,lattice
697,0.6975,0.0,0,400,0,MD-B,lattice
698,0.4675,0.0,0,400,0,MD-B,lattice
699,0.5625,0.0,0,400,0,MD-B,lattice
700,0.62,0.0,0,400,0,MD-B,lattice
701,0.7,0.0,0,400,0,MD-B,lattice
702,0.7175,0.0,0,400,0,MD-B,lattice
703,0.7125,0.0,0,400,0,MD-B,lattice
704,0.685,0.0,0,400,0,MD-B,lattice
705,0.645,0.0,0,400,0,MD-B,lattice
706,0.525,0.0,0,400,0,MD-B,lattice
707,0.7675,0.0,0,400,0,MD-B,lattice
708,0.395,0.0,0,400,0,MD-B,lattice
709,0.5825,0.0,0,400,0,MD-B,lattice
710,0.5675,0.0,0,400,0,MD-B,lattice
711,0.605,0.0,0,400,0,MD-B,lattice
712,0.6175,0.0,0,400,0,MD-B,lattice
713,0.5475,0.0,0,400,0,MD-B,lattice
714,0.605,0.0,0,400,0,MD-B,lattice
715,0.6375,0.0,0,400,0,MD-B,lattice
716,0.6425,0.0,0,400,0,MD-B,lattice
717,0.5725,0.0,0,400,0,MD-B,lattice
718,0.6225,0.0,0,400,0,MD-B,lattice
719,0.615,0.0,0,400,0,MD-B,lattice
720,0.7125,0.0,0,400,0,MD-B,lattice
721,0.7075,0.0,0,400,0,MD-B,lattice
722,0.5075,0.0,0,400,0,MD-B,lattice
723,0.5875,0.0,0,400,0,MD-B,lattice
724,0.5425,0.0,0,400,0,MD-B,lattice
725,0.605,0.0,0,400,0,MD-B,lattice
726,0.465,0.0,0,400,0,MD-B,lattice
727,0.7125,0.0,0,400,0,MD-B,lattice
728,0.7425,0.0,0,400,0,MD-B,lattice
729,0.6925,0.0,0,400,0,MD-B,lattice
730,0.4925,0.0,0,400,0,MD-B,lattice
731,0.6375,0.0,0,400,0,MD-B,lattice
732,0.6375,0.0,0,400,0,MD-B,lattice
733,0.6625,0.0,0,400,0,MD-B,lattice
734,0.4725,0.0,0,400,0,MD-B,lattice
735,0.65,0.0,0,400,0,MD-B,lattice
736,0.575,0.0,0,400,0,MD-B,lattice
737,0.6,0.0,0,400,0,MD-B,lattice
738,0.565,0.0,0,400,0,MD-B,lattice
739,0.63,0.0,0,400,0,MD-B,lattice
740,0.58,0.0,0,400,0,MD-B,lattice
741,0.435,0.0,0,400,0,MD-B,lattice
742,0.6225,0.0,0,400,0,MD-B,lattice
743,0.645,0.0,0,400,0,MD-B,lattice
744,0.57,0.0,0,400,0,MD-B,lattice
745,0.575,0.0,0,400,0,MD-B,lattice
746,0.805,0.0,0,400,0,MD-B,lattice
747,0.5675,0.0,0,400,0,MD-B,lattice
748,0.63,0.0,0,400,0,MD-B,lattice
749,0.5775,0.0,0,400,0,MD-B,lattice
750,0.565,0.0,0,400,0,MD-B,lattice
751,0.745,0.0,0,400,0,MD-B,lattice
752,0.5,0.0,0,400,0,MD-B,lattice
753,0.6175,0.0,0,400,0,MD-B,lattice
754,0.5875,0.0,0,400,0,MD-B,lattice
755,0.575,0.0,0,400,0,MD-B,lattice
756,0.5875,0.0,0,400,0,MD-B,lattice
757,0.5525,0.0,0,400,0,MD-B,lattice
758,0.595,0.0,0,400,0,MD-B,lattice
759,0.6,0.0,0,400,0,MD-B,lattice
760,0.7275,0.0,0,400,0,MD-B,lattice
761,0.64,0.0,0,400,0,MD-B,lattice
762,0.63,0.0,0,400,0,MD-B,lattice
763,0.6075,0.0,0,400,0,MD-B,lattice
764,0.545,0.0,0,400,0,MD-B,lattice
765,0.6375,0.0,0,400,0,MD-B,lattice
766,0.69,0.0,0,400,0,MD-B,lattice
767,0.565,0.0,0,400,0,MD-B,lattice
768,0.73,0.0,0,400,0,MD-B,lattice
769,0.4025,0.0,0,400,0,MD-B,lattice
770,0.6325,0.0,0,400,0,MD-B,lattice
771,0.705,0.0,0,400,0,MD-B,lattice
772,0.485,0.0,0,400,0,MD-B,lattice
773,0.4325,0.0,0,400,0,MD-B,lattice
774,0.6325,0.0,0,400,0,MD-B,lattice
775,0.6875,0.0,0,400,0,MD-B,lattice
776,0.76,0.0,0,400,0,MD-B,lattice
777,0.695,0.0,0,400,0,MD-B,lattice
778,0.66,0.0,0,400,0,MD-B,lattice
779,0.725,0.0,0,400,0,MD-B,lattice
780,0.5575,0.0,0,400,0,MD-B,lattice
781,0.5475,0.0,0,400,0,MD-B,lattice
782,0.565,0.0,0,400,0,MD-B,lattice
783,0.5575,0.0,0,400,0,MD-B,lattice
784,0.38,0.0,0,400,0,MD-B,lattice
785,0.6775,0.0,0,400,0,MD-B,lattice
786,0.45,0.0,0,400,0,MD-B,lattice
787,0.5625,0.0,0,400,0,MD-B,lattice
788,0.5725,0.0,0,400,0,MD-B,lattice
789,0.6325,0.0,0,400,0,MD-B,lattice
790,0.485,0.0,0,400,0,MD-B,lattice
791,0.705,0.0,0,400,0,MD-B,lattice
792,0.585,0.0,0,400,0,MD-B,lattice
793,0.575,0.0,0,400,0,MD-B,lattice
794,0.445,0.0,0,400,0,MD-B,lattice
795,0.5675,0.0,0,400,0,MD-B,lattice
796,0.565,0.0,0,400,0,MD-B,lattice
797,0.5825,0.0,0,400,0,MD-B,lattice
798,0.685,0.0,0,400,0,MD-B,lattice
799,0.4925,0.0,0,400,0,MD-B,lattice
800,0.6475,0.0,0,400,0,MD-B,lattice
801,0.56,0.0,0,400,0,MD-B,lattice
802,0.5475,0.0,0,400,0,MD-B,lattice
803,0.665,0.0,0,400,0,MD-B,lattice
804,0.605,0.0,0,400,0,MD-B,lattice
805,0.6,0.0,0,400,0,MD-B,lattice
806,0.785,0.0,0,400,0,MD-B,lattice
807,0.635,0.0,0,400,0,MD-B,lattice
808,0.585,0.0,0,400,0,MD-B,lattice
809,0.5575,0.0,0,400,0,MD-B,lattice
810,0.605,0.0,0,400,0,MD-B,lattice
811,0.5925,0.0,0,400,0,MD-B,lattice
812,0.815,0.0,0,400,0,MD-B,lattice
813,0.5275,0.0,0,400,0,MD-B,lattice
814,0.49,0.0,0,400,0,MD-B,lattice
815,0.675,0.0,0,400,0,MD-B,lattice
816,0.5825,0.0,0,400,0,MD-B,lattice
817,0.4025,0.0,0,400,0,MD-B,lattice
818,0.5975,0.0,0,400,0,MD-B,lattice
819,0.6275,0.0,0,400,0,MD-B,lattice
820,0.7625,0.0,0,400,0,MD-B,lattice
821,0.5225,0.0,0,400,0,MD-B,lattice
822,0.6425,0.0,0,400,0,MD-B,lattice
823,0.425,0.0,0,400,0,MD-B,lattice
824,0.4275,0.0,0,400,0,MD-B,lattice
825,0.66,0.0,0,400,0,MD-B,lattice
826,0.6575,0.0,0,400,0,MD-B,lattice
827,0.565,0.0,0,400,0,MD-B,lattice
828,0.52,0.0,0,400,0,MD-B,lattice
829,0.4775,0.0,0,400,0,MD-B,lattice
830,0.6325,0.0,0,400,0,MD-B,lattice
831,0.745,0.0,0,400,0,MD-B,lattice
832,0.655,0.0,0,400,0,MD-B,lattice
833,0.605,0.0,0,400,0,MD-B,lattice
834,0.5425,0.0,0,400,0,MD-B,lattice
835,0.86,0.0,0,400,0,MD-B,lattice
836,0.685,0.0,0,400,0,MD-B,lattice
837,0.6525,0.0,0,400,0,MD-B,lattice
838,0.5425,0.0,0,400,0,MD-B,lattice
839,0.51,0.0,0,400,0,MD-B,lattice
840,0.62,0.0,0,400,0,MD-B,lattice
841,0.5475,0.0,0,400,0,MD-B,lattice
842,0.55,0.0,0,400,0,MD-B,lattice
843,0.6575,0.0,0,400,0,MD-B,lattice
844,0.7125,0.0,0,400,0,MD-B,lattice
845,0.495,0.0,0,400,0,MD-B,lattice
846,0.505,0.0,0,400,0,MD-B,lattice
847,0.6475,0.0,0,400,0,MD-B,lattice
848,0.6725,0.0,0,400,0,MD-B,lattice
849,0.705,0.0,0,400,0,MD-B,lattice
850,0.545,0.0,0,400,0,MD-B,lattice
851,0.48,0.0,0,400,0,MD-B,lattice
852,0.5,0.0,0,400,0,MD-B,lattice
853,0.77,0.0,0,400,0,MD-B,lattice
854,0.6325,0.0,0,400,0,MD-B,lattice
855,0.4825,0.0,0,400,0,MD-B,lattice
856,0.635,0.0,0,400,0,MD-B,lattice
857,0.5325,0.0,0,400,0,MD-B,lattice
858,0.5675,0.0,0,400,0,MD-B,lattice
859,0.655,0.0,0,400,0,MD-B,lattice
860,0.575,0.0,0,400,0,MD-B,lattice
861,0.51,0.0,0,400,0,MD-B,lattice
862,0.7525,0.0,0,400,0,MD-B,lattice
863,0.54,0.0,0,400,0,MD-B,lattice
864,0.515,0.0,0,400,0,MD-B,lattice
865,0.5525,0.0,0,400,0,MD-B,lattice
866,0.745,0.0,0,400,0,MD-B,lattice
867,0.6875,0.0,0,400,0,MD-B,lattice
868,0.6675,0.0,0,400,0,MD-B,lattice
869,0.6125,0.0,0,400,0,MD-B,lattice
870,0.4925,0.0,0,400,0,MD-B,lattice
871,0.665,0.0,0,400,0,MD-B,lattice
872,0.6775,0.0,0,400,0,MD-B,lattice
873,0.59,0.0,0,400,0,MD-B,lattice
874,0.6325,0.0,0,400,0,MD-B,lattice
875,0.49,0.0,0,400,0,MD-B,lattice
876,0.6275,0.0,0,400,0,MD-B,lattice
877,0.5925,0.0,0,400,0,MD-B,lattice
878,0.39,0.0,0,400,0,MD-B,lattice
879,0.64,0.0,0,400,0,MD-B,lattice
880,0.41,0.0,0,400,0,MD-B,lattice
881,0.6975,0.0,0,400,0,MD-B,lattice
882,0.6575,0.0,0,400,0,MD-B,lattice
883,0.5825,0.0,0,400,0,MD-B,lattice
884,0.5975,0.0,0,400,0,MD-B,lattice
885,0.485,0.0,0,400,0,MD-B,lattice
886,0.505,0.0,0,400,0,MD-B,lattice
887,0.62,0.0,0,400,0,MD-B,lattice
888,0.6525,0.0,0,400,0,MD-B,lattice
889,0.67,0.0,0,400,0,MD-B,lattice
890,0.6975,0.0,0,400,0,MD-B,lattice
891,0.5125,0.0,0,400,0,MD-B,lattice
892,0.6675,0.0,0,400,0,MD-B,lattice
893,0.74,0.0,0,400,0,MD-B,lattice
894,0.4325,0.0,0,400,0,MD-B,lattice
895,0.5275,0.0,0,400,0,MD-B,lattice
896,0.4725,0.0,0,400,0,MD-B,lattice
897,0.6175,0.0,0,400,0,MD-B,lattice
898,0.5,0.0,0,400,0,MD-B,lattice
899,0.7225,0.0,0,400,0,MD-B,lattice
900,0.61,0.0,0,400,0,MD-B,lattice
901,0.59,0.0,0,400,0,MD-B,lattice
902,0.6225,0.0,0,400,0,MD-B,lattice
903,0.47,0.0,0,400,0,MD-B,lattice
904,0.7075,0.0,0,400,0,MD-B,lattice
905,0.6975,0.0,0,400,0,MD-B,lattice
906,0.6575,0.0,0,400,0,MD-B,lattice
907,0.62,0.0,0,400,0,MD-B,lattice
908,0.615,0.0,0,400,0,MD-B,lattice
909,0.585,0.0,0,400,0,MD-B,lattice
910,0.6525,0.0,0,400,0,MD-B,lattice
911,0.45,0.0,0,400,0,MD-B,lattice
912,0.4775,0.0,0,400,0,MD-B,lattice
913,0.5525,0.0,0,400,0,MD-B,lattice
914,0.5775,0.0,0,400,0,MD-B,lattice
915,0.51,0.0,0,400,0,MD-B,lattice
916,0.6525,0.0,0,400,0,MD-B,lattice
917,0.5325,0.0,0,400,0,MD-B,lattice
918,0.5275,0.0,0,400,0,MD-B,lattice
919,0.6675,0.0,0,400,0,MD-B,lattice
920,0.73,0.0,0,400,0,MD-B,lattice
921,0.7725,0.0,0,400,0,MD-B,lattice
922,0.715,0.0,0,400,0,MD-B,lattice
923,0.56,0.0,0,400,0,MD-B,lattice
924,0.6725,0.0,0,400,0,MD-B,lattice
925,0.725,0.0,0,400,0,MD-B,lattice
926,0.5325,0.0,0,400,0,MD-B,lattice
927,0.71,0.0,0,400,0,MD-B,lattice
928,0.68,0.0,0,400,0,MD-B,lattice
929,0.52,0.0,0,400,0,MD-B,lattice
930,0.4425,0.0,0,400,0,MD-B,lattice
931,0.7025,0.0,0,400,0,MD-B,lattice
932,0.695,0.0,0,400,0,MD-B,lattice
933,0.6,0.0,0,400,0,MD-B,lattice
934,0.525,0.0,0,400,0,MD-B,lattice
935,0.75,0.0,0,400,0,MD-B,lattice
936,0.6575,0.0,0,400,0,MD-B,lattice
937,0.6325,0.0,0,400,0,MD-B,lattice
938,0.6375,0.0,0,400,0,MD-B,lattice
939,0.5475,0.0,0,400,0,MD-B,lattice
940,0.6075,0.0,0,400,0,MD-B,lattice
941,0.62,0.0,0,400,0,MD-B,lattice
942,0.4725,0.0,0,400,0,MD-B,lattice
943,0.5675,0.0,0,400,0,MD-B,lattice
944,0.6375,0.0,0,400,0,MD-B,lattice
945,0.6725,0.0,0,400,0,MD-B,lattice
946,0.675,0.0,0,400,0,MD-B,lattice
947,0.625,0.0,0,400,0,MD-B,lattice
948,0.7625,0.0,0,400,0,MD-B,lattice
949,0.565,0.0,0,400,0,MD-B,lattice
950,0.6,0.0,0,400,0,MD-B,lattice
951,0.6375,0.0,0,400,0,MD-B,lattice
952,0.695,0.0,0,400,0,MD-B,lattice
953,0.57,0.0,0,400,0,MD-B,lattice
954,0.625,0.0,0,400,0,MD-B,lattice
955,0.5975,0.0,0,400,0,MD-B,lattice
956,0.5,0.0,0,400,0,MD-B,lattice
957,0.5625,0.0,0,400,0,MD-B,lattice
958,0.41,0.0,0,400,0,MD-B,lattice
959,0.55,0.0,0,400,0,MD-B,lattice
960,0.615,0.0,0,400,0,MD-B,lattice
961,0.465,0.0,0,400,0,MD-B,lattice
962,0.54,0.0,0,400,0,MD-B,lattice
963,0.5375,0.0,0,400,0,MD-B,lattice
964,0.5075,0.0,0,400,0,MD-B,lattice
965,0.7425,0.0,0,400,0,MD-B,lattice
966,0.57,0.0,0,400,0,MD-B,lattice
967,0.5725,0.0,0,400,0,MD-B,lattice
968,0.485,0.0,0,400,0,MD-B,lattice
969,0.5375,0.0,0,400,0,MD-B,lattice
970,0.5525,0.0,0,400,0,MD-B,lattice
971,0.6175,0.0,0,400,0,MD-B,lattice
972,0.7075,0.0,0,400,0,MD-B,lattice
973,0.4975,0.0,0,400,0,MD-B,lattice
974,0.66,0.0,0,400,0,MD-B,lattice
975,0.52,0.0,0,400,0,MD-B,lattice
976,0.6175,0.0,0,400,0,MD-B,lattice
977,0.7175,0.0,0,400,0,MD-B,lattice
978,0.635,0.0,0,400,0,MD-B,lattice
979,0.47,0.0,0,400,0,MD-B,lattice
980,0.68,0.0,0,400,0,MD-B,lattice
981,0.5675,0.0,0,400,0,MD-B,lattice
982,0.5575,0.0,0,400,0,MD-B,lattice
983,0.5,0.0,0,400,0,MD-B,lattice
984,0.6525,0.0,0,400,0,MD-B,lattice
985,0.6375,0.0,0,400,0,MD-B,lattice
986,0.6325,0.0,0,400,0,MD-B,lattice
987,0.625,0.0,0,400,0,MD-B,lattice
988,0.555,0.0,0,400,0,MD-B,lattice
989,0.7,0.0,0,400,0,MD-B,lattice
990,0.7325,0.0,0,400,0,MD-B,lattice
991,0.4725,0.0,0,400,0,MD-B,lattice
992,0.5325,0.0,0,400,0,MD-B,lattice
993,0.49,0.0,0,400,0,MD-B,lattice
994,0.5075,0.0,0,400,0,MD-B,lattice
995,0.455,0.0,0,400,0,MD-B,lattice
996,0.7025,0.0,0,400,0,MD-B,lattice
997,0.54,0.0,0,400,0,MD-B,lattice
998,0.52,0.0,0,400,0,MD-B,lattice
999,0.585,0.0,0,400,0,MD-B,lattice
