scenario,grid_size,N,avg_thr,run,FRI,GSI,critical_time
sweep_thr20,20,400,20,28,1.0,1.0,15
sweep_thr20,20,400,20,29,1.0,1.0,15
sweep_thr20,20,400,20,30,1.0,1.0,24
sweep_thr20,30,900,20,1,0.9122222222222223,0.9122222222222223,19
sweep_thr20,30,900,20,2,0.9188888888888889,0.9155555555555556,22
sweep_thr20,30,900,20,3,0.9222222222222223,0.9177777777777778,35
sweep_thr20,30,900,20,4,0.8888888888888888,0.8688888888888889,43
sweep_thr20,30,900,20,5,0.8688888888888889,0.8622222222222222,26
sweep_thr20,30,900,20,6,0.93,0.9288888888888889,25
sweep_thr20,30,900,20,7,0.88,0.8733333333333333,64
sweep_thr20,30,900,20,8,0.9066666666666666,0.9055555555555556,19
sweep_thr20,30,900,20,9,0.9177777777777778,0.9155555555555556,20
sweep_thr20,30,900,20,10,0.9211111111111111,0.9188888888888889,26
sweep_thr20,30,900,20,11,0.9177777777777778,0.91,36
sweep_thr20,30,900,20,12,0.9133333333333333,0.9133333333333333,25
sweep_thr20,30,900,20,13,0.9122222222222223,0.91,26
sweep_thr20,30,900,20,14,0.8622222222222222,0.8611111111111112,69
sweep_thr20,30,900,20,15,0.9222222222222223,0.9222222222222223,33
sweep_thr20,30,900,20,16,0.8944444444444445,0.8888888888888888,29
sweep_thr20,30,900,20,17,0.9055555555555556,0.9044444444444445,19
sweep_thr20,30,900,20,18,0.9255555555555556,0.9222222222222223,21
sweep_thr20,30,900,20,19,0.87,0.8688888888888889,20
sweep_thr20,30,900,20,20,0.9055555555555556,0.9022222222222223,65
sweep_thr20,30,900,20,21,0.9388888888888889,0.9388888888888889,31
sweep_thr20,30,900,20,22,0.8666666666666667,0.8633333333333333,41
sweep_thr20,30,900,20,23,0.9033333333333333,0.9033333333333333,23
sweep_thr20,30,900,20,24,0.89,0.8888888888888888,27
sweep_thr20,30,900,20,25,0.9122222222222223,0.9122222222222223,25
sweep_thr20,30,900,20,26,0.8977777777777778,0.8888888888888888,28
sweep_thr20,30,900,20,27,0.9166666666666666,0.9155555555555556,44
sweep_thr20,30,900,20,28,0.9211111111111111,0.92,25
sweep_thr20,30,900,20,29,0.9333333333333333,0.9322222222222222,30
sweep_thr20,30,900,20,30,0.9211111111111111,0.9211111111111111,22
sweep_thr20,40,1600,20,1,0.76625,0.74125,38
sweep_thr20,40,1600,20,2,0.73125,0.70125,54
sweep_thr20,40,1600,20,3,0.724375,0.669375,76
sweep_thr20,40,1600,20,4,0.775,0.60875,90
sweep_thr20,40,1600,20,5,0.76,0.744375,91
sweep_thr20,40,1600,20,6,0.75375,0.733125,95
sweep_thr20,40,1600,20,7,0.786875,0.705,30
sweep_thr20,40,1600,20,8,0.74,0.7175,78
sweep_thr20,40,1600,20,9,0.7275,0.684375,49
sweep_thr20,40,1600,20,10,0.7425,0.6975,55
sweep_thr20,40,1600,20,11,0.759375,0.72125,82
sweep_thr20,40,1600,20,12,0.753125,0.68875,94
sweep_thr20,40,1600,20,13,0.75,0.7175,44
sweep_thr20,40,1600,20,14,0.71875,0.67625,74
sweep_thr20,40,1600,20,15,0.724375,0.6625,101
sweep_thr20,40,1600,20,16,0.809375,0.7875,28
sweep_thr20,40,1600,20,17,0.768125,0.684375,108
sweep_thr20,40,1600,20,18,0.74125,0.72625,85
sweep_thr20,40,1600,20,19,0.770625,0.754375,50
sweep_thr20,40,1600,20,20,0.754375,0.721875,35
sweep_thr20,40,1600,20,21,0.739375,0.723125,72
sweep_thr20,40,1600,20,22,0.781875,0.76125,44
sweep_thr20,40,1600,20,23,0.72125,0.68125,70
sweep_thr20,40,1600,20,24,0.749375,0.70375,53
sweep_thr20,40,1600,20,25,0.7925,0.75625,24
sweep_thr20,40,1600,20,26,0.771875,0.74875,72
sweep_thr20,40,1600,20,27,0.78875,0.769375,31
sweep_thr20,40,1600,20,28,0.776875,0.748125,62
sweep_thr20,40,1600,20,29,0.76,0.724375,66
sweep_thr20,40,1600,20,30,0.6875,0.644375,61
sweep_thr20,50,2500,20,1,0.6592,0.4636,0
sweep_thr20,50,2500,20,2,0.7132,0.636,33
sweep_thr20,50,2500,20,3,0.6624,0.6108,106
sweep_thr20,50,2500,20,4,0.704,0.636,56
sweep_thr20,50,2500,20,5,0.6928,0.618,50
sweep_thr20,50,2500,20,6,0.6908,0.5956,49
sweep_thr20,50,2500,20,7,0.6852,0.5596,105
sweep_thr20,50,2500,20,8,0.6484,0.4848,0
sweep_thr20,50,2500,20,9,0.7,0.5828,122
sweep_thr20,50,2500,20,10,0.7084,0.6216,79
sweep_thr20,50,2500,20,11,0.7,0.604,137
sweep_thr20,50,2500,20,12,0.6688,0.6188,68
sweep_thr20,50,2500,20,13,0.6776,0.6072,98
sweep_thr20,50,2500,20,14,0.668,0.5308,163
sweep_thr20,50,2500,20,15,0.6764,0.6116,96
sweep_thr20,50,2500,20,16,0.6436,0.5528,117
sweep_thr20,50,2500,20,17,0.7072,0.6504,81
sweep_thr20,50,2500,20,18,0.7136,0.5816,70
sweep_thr20,50,2500,20,19,0.6868,0.4856,0
sweep_thr20,50,2500,20,20,0.654,0.3456,0
sweep_thr20,50,2500,20,21,0.6488,0.4248,0
sweep_thr20,50,2500,20,22,0.6552,0.5736,117
sweep_thr20,50,2500,20,23,0.6888,0.6312,109
sweep_thr20,50,2500,20,24,0.7148,0.6444,120
sweep_thr20,50,2500,20,25,0.708,0.6124,45
sweep_thr20,50,2500,20,26,0.6772,0.5644,150
sweep_thr20,50,2500,20,27,0.6528,0.5884,69
sweep_thr20,50,2500,20,28,0.6816,0.5596,173
sweep_thr20,50,2500,20,29,0.6452,0.5624,111
sweep_thr20,50,2500,20,30,0.6712,0.4244,0
sweep_thr30,20,400,30,1,1.0,1.0,31
sweep_thr30,20,400,30,2,1.0,1.0,49
sweep_thr30,20,400,30,3,1.0,1.0,34
sweep_thr30,20,400,30,4,1.0,1.0,35
sweep_thr30,20,400,30,5,1.0,1.0,47
sweep_thr30,20,400,30,6,1.0,1.0,24
sweep_thr30,20,400,30,7,1.0,1.0,51
sweep_thr30,20,400,30,8,1.0,1.0,35
sweep_thr30,20,400,30,9,1.0,1.0,24
sweep_thr30,20,400,30,10,1.0,1.0,25
sweep_thr30,20,400,30,11,1.0,1.0,24
sweep_thr30,20,400,30,12,1.0,1.0,36
sweep_thr30,20,400,30,13,1.0,1.0,33
sweep_thr30,20,400,30,14,1.0,1.0,30
sweep_thr30,20,400,30,15,1.0,1.0,27
sweep_thr30,20,400,30,16,1.0,1.0,34
sweep_thr30,20,400,30,17,1.0,1.0,51
sweep_thr30,20,400,30,18,1.0,1.0,45
sweep_thr30,20,400,30,19,1.0,1.0,36
sweep_thr30,20,400,30,20,1.0,1.0,29
sweep_thr30,20,400,30,21,1.0,1.0,25
sweep_thr30,20,400,30,22,1.0,1.0,39
sweep_thr30,20,400,30,23,1.0,1.0,23
sweep_thr30,20,400,30,24,1.0,1.0,38
sweep_thr30,20,400,30,25,1.0,1.0,37
sweep_thr30,20,400,30,26,1.0,1.0,21
sweep_thr30,20,400,30,27,1.0,1.0,33
sweep_thr30,20,400,30,28,1.0,1.0,48
sweep_thr30,20,400,30,29,1.0,1.0,24
sweep_thr30,20,400,30,30,1.0,1.0,29
sweep_thr30,30,900,30,1,0.9011111111111111,0.8711111111111111,76
sweep_thr30,30,900,30,2,0.9288888888888889,0.92,57
sweep_thr30,30,900,30,3,0.9122222222222223,0.9077777777777778,73
sweep_thr30,30,900,30,4,0.8922222222222222,0.8855555555555555,86
sweep_thr30,30,900,30,5,0.91,0.9055555555555556,89
sweep_thr30,30,900,30,6,0.9166666666666666,0.9033333333333333,79
sweep_thr30,30,900,30,7,0.8666666666666667,0.8533333333333334,80
sweep_thr30,30,900,30,8,0.94,0.9333333333333333,73
sweep_thr30,30,900,30,9,0.9066666666666666,0.8988888888888888,67
sweep_thr30,30,900,30,10,0.9311111111111111,0.9288888888888889,60
sweep_thr30,30,900,30,11,0.9188888888888889,0.9133333333333333,83
sweep_thr30,30,900,30,12,0.8833333333333333,0.8777777777777778,81
sweep_thr30,30,900,30,13,0.9033333333333333,0.8977777777777778,86
sweep_thr30,30,900,30,14,0.8833333333333333,0.8633333333333333,65
sweep_thr30,30,900,30,15,0.9133333333333333,0.9133333333333333,65
sweep_thr30,30,900,30,16,0.9188888888888889,0.9077777777777778,61
sweep_thr30,30,900,30,17,0.8922222222222222,0.89,67
sweep_thr30,30,900,30,18,0.8955555555555555,0.8877777777777778,69
sweep_thr30,30,900,30,19,0.9033333333333333,0.8933333333333333,61
sweep_thr30,30,900,30,20,0.8733333333333333,0.8666666666666667,74
sweep_thr30,30,900,30,21,0.9,0.8811111111111111,81
sweep_thr30,30,900,30,22,0.9188888888888889,0.9155555555555556,66
sweep_thr30,30,900,30,23,0.9066666666666666,0.9033333333333333,59
sweep_thr30,30,900,30,24,0.9322222222222222,0.9311111111111111,72
sweep_thr30,30,900,30,25,0.9522222222222222,0.9511111111111111,77
sweep_thr30,30,900,30,26,0.8922222222222222,0.8855555555555555,72
sweep_thr30,30,900,30,27,0.9066666666666666,0.9,79
sweep_thr30,30,900,30,28,0.89,0.8833333333333333,71
sweep_thr30,30,900,30,29,0.9155555555555556,0.91,45
sweep_thr30,30,900,30,30,0.8744444444444445,0.83,67
sweep_thr30,40,1600,30,1,0.818125,0.71375,140
sweep_thr30,40,1600,30,2,0.73625,0.65125,121
sweep_thr30,40,1600,30,3,0.713125,0.58875,98
sweep_thr30,40,1600,30,4,0.765625,0.573125,131
sweep_thr30,40,1600,30,5,0.76125,0.588125,123
sweep_thr30,40,1600,30,6,0.74125,0.586875,121
sweep_thr30,40,1600,30,7,0.75625,0.55625,136
sweep_thr30,40,1600,30,8,0.751875,0.60375,101
sweep_thr30,40,1600,30,9,0.7775,0.611875,116
sweep_thr30,40,1600,30,10,0.76625,0.584375,124
sweep_thr30,40,1600,30,11,0.784375,0.604375,133
sweep_thr30,40,1600,30,12,0.805,0.713125,108
sweep_thr30,40,1600,30,13,0.770625,0.673125,112
sweep_thr30,40,1600,30,14,0.795,0.6775,98
sweep_thr30,40,1600,30,15,0.793125,0.63375,109
sweep_thr30,40,1600,30,16,0.74625,0.6225,88
sweep_thr30,40,1600,30,17,0.7725,0.6275,149
sweep_thr30,40,1600,30,18,0.751875,0.566875,124
sweep_thr30,40,1600,30,19,0.75875,0.548125,134
sweep_thr30,40,1600,30,20,0.739375,0.618125,133
sweep_thr30,40,1600,30,21,0.76875,0.570625,141
sweep_thr30,40,1600,30,22,0.778125,0.65125,113
sweep_thr30,40,1600,30,23,0.7375,0.57,129
sweep_thr30,40,1600,30,24,0.75,0.675625,113
sweep_thr30,40,1600,30,25,0.72875,0.5675,135
sweep_thr30,40,1600,30,26,0.756875,0.598125,145
sweep_thr30,40,1600,30,27,0.713125,0.005,0
sweep_thr30,40,1600,30,28,0.734375,0.560625,113
sweep_thr30,40,1600,30,29,0.779375,0.633125,100
sweep_thr30,40,1600,30,30,0.811875,0.658125,130
sweep_thr30,50,2500,30,1,0.7196,0.4412,0
sweep_thr30,50,2500,30,2,0.6972,0.4708,0
sweep_thr30,50,2500,30,3,0.7096,0.4652,0
sweep_thr30,50,2500,30,4,0.6792,0.3336,0
sweep_thr30,50,2500,30,5,0.694,0.4212,0
sweep_thr30,50,2500,30,6,0.6608,0.3592,0
sweep_thr30,50,2500,30,7,0.6672,0.372,0
sweep_thr30,50,2500,30,8,0.7244,0.4124,0
sweep_thr30,50,2500,30,9,0.6432,0.3812,0
sweep_thr30,50,2500,30,10,0.6952,0.4152,0
sweep_thr30,50,2500,30,11,0.7416,0.4924,0
sweep_thr30,50,2500,30,12,0.7112,0.42,0
sweep_thr30,50,2500,30,13,0.6344,0.3544,0
sweep_thr30,50,2500,30,14,0.6732,0.4376,0
sweep_thr30,50,2500,30,15,0.6596,0.0032,0
sweep_thr30,50,2500,30,16,0.6888,0.356,0
sweep_thr30,50,2500,30,17,0.7468,0.4136,0
sweep_thr30,50,2500,30,18,0.6652,0.4652,0
sweep_thr30,50,2500,30,19,0.7228,0.4188,0
sweep_thr30,50,2500,30,20,0.6732,0.3764,0
sweep_thr30,50,2500,30,21,0.6352,0.3952,0
sweep_thr30,50,2500,30,22,0.69,0.4372,0
sweep_thr30,50,2500,30,23,0.6852,0.4232,0
sweep_thr30,50,2500,30,24,0.676,0.476,0
sweep_thr30,50,2500,30,25,0.718,0.4456,0
sweep_thr30,50,2500,30,26,0.686,0.3948,0
sweep_thr30,50,2500,30,27,0.644,0.4096,0
sweep_thr30,50,2500,30,28,0.6752,0.3348,0
sweep_thr30,50,2500,30,29,0.6832,0.4,0
sweep_thr30,50,2500,30,30,0.672,0.3796,0
sweep_thr50,20,400,50,1,1.0,0.0125,0
sweep_thr50,20,400,50,2,1.0,0.0125,0
sweep_thr50,20,400,50,3,1.0,0.015,0
sweep_thr50,20,400,50,4,1.0,0.0125,0
sweep_thr50,20,400,50,5,1.0,0.0125,0
sweep_thr50,20,400,50,6,1.0,0.0125,0
sweep_thr50,20,400,50,7,1.0,0.015,0
sweep_thr50,20,400,50,8,1.0,0.0125,0
sweep_thr50,20,400,50,9,1.0,0.0175,0
sweep_thr50,20,400,50,10,1.0,0.0125,0
sweep_thr50,20,400,50,11,1.0,0.0125,0
sweep_thr50,20,400,50,12,1.0,0.0125,0
sweep_thr50,20,400,50,13,1.0,0.015,0
sweep_thr50,20,400,50,14,1.0,0.0125,0
sweep_thr50,20,400,50,15,1.0,0.0125,0
sweep_thr50,20,400,50,16,1.0,0.0125,0
sweep_thr50,20,400,50,17,1.0,0.0125,0
sweep_thr50,20,400,50,18,1.0,0.0125,0
sweep_thr50,20,400,50,19,1.0,0.0125,0
sweep_thr50,20,400,50,20,1.0,0.0125,0
sweep_thr50,20,400,50,21,1.0,0.0125,0
sweep_thr50,20,400,50,22,1.0,0.0125,0
sweep_thr50,20,400,50,23,1.0,0.0125,0
sweep_thr50,20,400,50,24,1.0,0.0175,0
sweep_thr50,20,400,50,25,1.0,0.0125,0
sweep_thr50,20,400,50,26,1.0,0.0125,0
sweep_thr50,20,400,50,27,1.0,0.0125,0
sweep_thr50,20,400,50,28,1.0,0.0125,0
sweep_thr50,20,400,50,29,1.0,0.0125,0
sweep_thr50,20,400,50,30,1.0,0.0125,0
sweep_thr50,30,900,50,1,0.9144444444444444,0.005555555555555556,0
sweep_thr50,30,900,50,2,0.8544444444444445,0.005555555555555556,0
sweep_thr50,30,900,50,3,0.9088888888888889,0.005555555555555556,0
sweep_thr50,30,900,50,4,0.9222222222222223,0.006666666666666667,0
sweep_thr50,30,900,50,5,0.8866666666666667,0.005555555555555556,0
sweep_thr50,30,900,50,6,0.9177777777777778,0.005555555555555556,0
sweep_thr50,30,900,50,7,0.8877777777777778,0.006666666666666667,0
sweep_thr50,30,900,50,8,0.8811111111111111,0.005555555555555556,0
sweep_thr50,30,900,50,9,0.8388888888888889,0.005555555555555556,0
sweep_thr50,30,900,50,10,0.9144444444444444,0.006666666666666667,0
sweep_thr50,30,900,50,11,0.8666666666666667,0.005555555555555556,0
sweep_thr50,30,900,50,12,0.8722222222222222,0.005555555555555556,0
sweep_thr50,30,900,50,13,0.8855555555555555,0.005555555555555556,0
sweep_thr50,30,900,50,14,0.8966666666666666,0.006666666666666667,0
sweep_thr50,30,900,50,15,0.9188888888888889,0.005555555555555556,0
sweep_thr50,30,900,50,16,0.92,0.005555555555555556,0
sweep_thr50,30,900,50,17,0.8877777777777778,0.006666666666666667,0
sweep_thr50,30,900,50,18,0.8544444444444445,0.005555555555555556,0
sweep_thr50,30,900,50,19,0.8811111111111111,0.005555555555555556,0
sweep_thr50,30,900,50,20,0.8988888888888888,0.005555555555555556,0
sweep_thr50,30,900,50,21,0.8988888888888888,0.005555555555555556,0
sweep_thr50,30,900,50,22,0.9066666666666666,0.0077777777777777776,0
sweep_thr50,30,900,50,23,0.9288888888888889,0.008888888888888889,0
sweep_thr50,30,900,50,24,0.8944444444444445,0.005555555555555556,0
sweep_thr50,30,900,50,25,0.9244444444444444,0.005555555555555556,0
sweep_thr50,30,900,50,26,0.8844444444444445,0.006666666666666667,0
sweep_thr50,30,900,50,27,0.8955555555555555,0.005555555555555556,0
sweep_thr50,30,900,50,28,0.8844444444444445,0.005555555555555556,0
sweep_thr50,30,900,50,29,0.8733333333333333,0.005555555555555556,0
sweep_thr50,30,900,50,30,0.9311111111111111,0.005555555555555556,0
sweep_thr50,40,1600,50,1,0.7475,0.004375,0
sweep_thr50,40,1600,50,2,0.753125,0.003125,0
sweep_thr50,40,1600,50,3,0.7425,0.003125,0
sweep_thr50,40,1600,50,4,0.715625,0.003125,0
sweep_thr50,40,1600,50,5,0.780625,0.00375,0
sweep_thr50,40,1600,50,6,0.689375,0.00375,0
sweep_thr50,40,1600,50,7,0.78125,0.003125,0
sweep_thr50,40,1600,50,8,0.715625,0.00375,0
sweep_thr50,40,1600,50,9,0.71375,0.003125,0
sweep_thr50,40,1600,50,10,0.718125,0.00375,0
sweep_thr50,40,1600,50,11,0.761875,0.003125,0
sweep_thr50,40,1600,50,12,0.751875,0.003125,0
sweep_thr50,40,1600,50,13,0.759375,0.004375,0
sweep_thr50,40,1600,50,14,0.75375,0.00375,0
sweep_thr50,40,1600,50,15,0.716875,0.00375,0
sweep_thr50,40,1600,50,16,0.703125,0.003125,0
sweep_thr50,40,1600,50,17,0.758125,0.003125,0
sweep_thr50,40,1600,50,18,0.75125,0.00375,0
sweep_thr50,40,1600,50,19,0.7475,0.003125,0
sweep_thr50,40,1600,50,20,0.735625,0.003125,0
sweep_thr50,40,1600,50,21,0.77125,0.003125,0
sweep_thr50,40,1600,50,22,0.75125,0.003125,0
sweep_thr50,40,1600,50,23,0.765,0.003125,0
sweep_thr50,40,1600,50,24,0.7325,0.003125,0
sweep_thr50,40,1600,50,25,0.765,0.003125,0
sweep_thr50,40,1600,50,26,0.790625,0.003125,0
sweep_thr50,40,1600,50,27,0.751875,0.003125,0
sweep_thr50,40,1600,50,28,0.7175,0.003125,0
sweep_thr50,40,1600,50,29,0.76875,0.003125,0
sweep_thr50,40,1600,50,30,0.768125,0.003125,0
sweep_thr50,50,2500,50,1,0.7052,0.0024,0
sweep_thr50,50,2500,50,2,0.6764,0.002,0
sweep_thr50,50,2500,50,3,0.6708,0.002,0
sweep_thr50,50,2500,50,4,0.6724,0.002,0
sweep_thr50,50,2500,50,5,0.718,0.0024,0
sweep_thr50,50,2500,50,6,0.726,0.002,0
sweep_thr50,50,2500,50,7,0.6364,0.002,0
sweep_thr50,50,2500,50,8,0.6672,0.002,0
sweep_thr50,50,2500,50,9,0.634,0.002,0
sweep_thr50,50,2500,50,10,0.7476,0.002,0
sweep_thr50,50,2500,50,11,0.6848,0.002,0
sweep_thr50,50,2500,50,12,0.6724,0.002,0
sweep_thr50,50,2500,50,13,0.664,0.002,0
sweep_thr50,50,2500,50,14,0.7256,0.002,0
sweep_thr50,50,2500,50,15,0.6648,0.002,0
sweep_thr50,50,2500,50,16,0.6936,0.0024,0
sweep_thr50,50,2500,50,17,0.6616,0.002,0
sweep_thr50,50,2500,50,18,0.6896,0.002,0
sweep_thr50,50,2500,50,19,0.6728,0.0024,0
sweep_thr50,50,2500,50,20,0.6268,0.002,0
sweep_thr50,50,2500,50,21,0.678,0.002,0
sweep_thr50,50,2500,50,22,0.6336,0.002,0
sweep_thr50,50,2500,50,23,0.6792,0.002,0
sweep_thr50,50,2500,50,24,0.7172,0.002,0
sweep_thr50,50,2500,50,25,0.6456,0.002,0
sweep_thr50,50,2500,50,26,0.6784,0.0024,0
sweep_thr50,50,2500,50,27,0.7008,0.002,0
sweep_thr50,50,2500,50,28,0.7008,0.002,0
sweep_thr50,50,2500,50,29,0.6712,0.002,0
sweep_thr50,50,2500,50,30,0.718,0.0028,0
sweep_thr70,20,400,70,1,1.0,0.0125,0
sweep_thr70,20,400,70,2,1.0,0.0125,0
sweep_thr70,20,400,70,3,1.0,0.0125,0
sweep_thr70,20,400,70,4,1.0,0.0125,0
sweep_thr70,20,400,70,5,1.0,0.0125,0
sweep_thr70,20,400,70,6,1.0,0.0125,0
sweep_thr70,20,400,70,7,1.0,0.0125,0
sweep_thr70,20,400,70,8,1.0,0.0125,0
sweep_thr70,20,400,70,9,1.0,0.0125,0
sweep_thr70,20,400,70,10,1.0,0.0125,0
sweep_thr70,20,400,70,11,1.0,0.0125,0
sweep_thr70,20,400,70,12,1.0,0.0125,0
sweep_thr70,20,400,70,13,1.0,0.0125,0
sweep_thr70,20,400,70,14,1.0,0.0125,0
sweep_thr70,20,400,70,15,1.0,0.0125,0
sweep_thr70,20,400,70,16,1.0,0.0125,0
sweep_thr70,20,400,70,17,1.0,0.0125,0
sweep_thr70,20,400,70,18,1.0,0.0125,0
sweep_thr70,20,400,70,19,1.0,0.0125,0
sweep_thr70,20,400,70,20,1.0,0.0125,0
sweep_thr70,20,400,70,21,1.0,0.0125,0
sweep_thr70,20,400,70,22,1.0,0.0125,0
sweep_thr70,20,400,70,23,1.0,0.0125,0
sweep_thr70,20,400,70,24,1.0,0.0125,0
sweep_thr70,20,400,70,25,1.0,0.0125,0
sweep_thr70,20,400,70,26,1.0,0.0125,0
sweep_thr70,20,400,70,27,1.0,0.0125,0
sweep_thr70,20,400,70,28,1.0,0.0125,0
sweep_thr70,20,400,70,29,1.0,0.0125,0
sweep_thr70,20,400,70,30,1.0,0.0125,0
sweep_thr70,30,900,70,1,0.8588888888888889,0.005555555555555556,0
sweep_thr70,30,900,70,2,0.8911111111111111,0.005555555555555556,0
sweep_thr70,30,900,70,3,0.8933333333333333,0.005555555555555556,0
sweep_thr70,30,900,70,4,0.8811111111111111,0.005555555555555556,0
sweep_thr70,30,900,70,5,0.8966666666666666,0.005555555555555556,0
sweep_thr70,30,900,70,6,0.8466666666666667,0.005555555555555556,0
sweep_thr70,30,900,70,7,0.9122222222222223,0.005555555555555556,0
sweep_thr70,30,900,70,8,0.8966666666666666,0.005555555555555556,0
sweep_thr70,30,900,70,9,0.8666666666666667,0.005555555555555556,0
sweep_thr70,30,900,70,10,0.9144444444444444,0.005555555555555556,0
sweep_thr70,30,900,70,11,0.8988888888888888,0.005555555555555556,0
sweep_thr70,30,900,70,12,0.8655555555555555,0.005555555555555556,0
sweep_thr70,30,900,70,13,0.8922222222222222,0.005555555555555556,0
sweep_thr70,30,900,70,14,0.8944444444444445,0.005555555555555556,0
sweep_thr70,30,900,70,15,0.8522222222222222,0.005555555555555556,0
sweep_thr70,30,900,70,16,0.8666666666666667,0.005555555555555556,0
sweep_thr70,30,900,70,17,0.8888888888888888,0.005555555555555556,0
sweep_thr70,30,900,70,18,0.8833333333333333,0.005555555555555556,0
sweep_thr70,30,900,70,19,0.9033333333333333,0.005555555555555556,0
sweep_thr70,30,900,70,20,0.9533333333333334,0.005555555555555556,0
sweep_thr70,30,900,70,21,0.8655555555555555,0.005555555555555556,0
sweep_thr70,30,900,70,22,0.8588888888888889,0.005555555555555556,0
sweep_thr70,30,900,70,23,0.91,0.005555555555555556,0
sweep_thr70,30,900,70,24,0.8877777777777778,0.005555555555555556,0
sweep_thr70,30,900,70,25,0.8722222222222222,0.005555555555555556,0
sweep_thr70,30,900,70,26,0.8877777777777778,0.005555555555555556,0
sweep_thr70,30,900,70,27,0.9144444444444444,0.005555555555555556,0
sweep_thr70,30,900,70,28,0.8922222222222222,0.005555555555555556,0
sweep_thr70,30,900,70,29,0.8555555555555555,0.005555555555555556,0
sweep_thr70,30,900,70,30,0.8933333333333333,0.005555555555555556,0
sweep_thr70,40,1600,70,1,0.781875,0.003125,0
sweep_thr70,40,1600,70,2,0.7275,0.003125,0
sweep_thr70,40,1600,70,3,0.715,0.003125,0
sweep_thr70,40,1600,70,4,0.815,0.003125,0
sweep_thr70,40,1600,70,5,0.775625,0.003125,0
sweep_thr70,40,1600,70,6,0.78,0.003125,0
sweep_thr70,40,1600,70,7,0.728125,0.003125,0
sweep_thr70,40,1600,70,8,0.721875,0.003125,0
sweep_thr70,40,1600,70,9,0.760625,0.003125,0
sweep_thr70,40,1600,70,10,0.779375,0.003125,0
sweep_thr70,40,1600,70,11,0.78,0.003125,0
sweep_thr70,40,1600,70,12,0.7575,0.003125,0
sweep_thr70,40,1600,70,13,0.6975,0.003125,0
sweep_thr70,40,1600,70,14,0.7525,0.003125,0
sweep_thr70,40,1600,70,15,0.719375,0.003125,0
sweep_thr70,40,1600,70,16,0.736875,0.003125,0
sweep_thr70,40,1600,70,17,0.71125,0.003125,0
sweep_thr70,40,1600,70,18,0.714375,0.003125,0
sweep_thr70,40,1600,70,19,0.70875,0.003125,0
sweep_thr70,40,1600,70,20,0.745625,0.003125,0
sweep_thr70,40,1600,70,21,0.765625,0.003125,0
sweep_thr70,40,1600,70,22,0.766875,0.003125,0
sweep_thr70,40,1600,70,23,0.756875,0.003125,0
sweep_thr70,40,1600,70,24,0.744375,0.003125,0
sweep_thr70,40,1600,70,25,0.769375,0.003125,0
sweep_thr70,40,1600,70,26,0.7525,0.003125,0
sweep_thr70,40,1600,70,27,0.7525,0.003125,0
sweep_thr70,40,1600,70,28,0.7425,0.003125,0
sweep_thr70,40,1600,70,29,0.72875,0.003125,0
sweep_thr70,40,1600,70,30,0.746875,0.003125,0
sweep_thr70,50,2500,70,1,0.684,0.002,0
sweep_thr70,50,2500,70,2,0.6916,0.002,0
sweep_thr70,50,2500,70,3,0.6684,0.002,0
sweep_thr70,50,2500,70,4,0.7164,0.002,0
sweep_thr70,50,2500,70,5,0.6392,0.002,0
sweep_thr70,50,2500,70,6,0.7,0.002,0
sweep_thr70,50,2500,70,7,0.732,0.002,0
sweep_thr70,50,2500,70,8,0.7124,0.002,0
sweep_thr70,50,2500,70,9,0.6496,0.002,0
sweep_thr70,50,2500,70,10,0.7216,0.002,0
sweep_thr70,50,2500,70,11,0.6896,0.002,0
sweep_thr70,50,2500,70,12,0.6956,0.002,0
sweep_thr70,50,2500,70,13,0.7088,0.002,0
sweep_thr70,50,2500,70,14,0.702,0.002,0
sweep_thr70,50,2500,70,15,0.716,0.002,0
sweep_thr70,50,2500,70,16,0.658,0.002,0
sweep_thr70,50,2500,70,17,0.6564,0.002,0
sweep_thr70,50,2500,70,18,0.7116,0.002,0
sweep_thr70,50,2500,70,19,0.6436,0.002,0
sweep_thr70,50,2500,70,20,0.6764,0.002,0
sweep_thr70,50,2500,70,21,0.7056,0.002,0
sweep_thr70,50,2500,70,22,0.6572,0.002,0
sweep_thr70,50,2500,70,23,0.6792,0.002,0
sweep_thr70,50,2500,70,24,0.676,0.002,0
sweep_thr70,50,2500,70,25,0.674,0.002,0
sweep_thr70,50,2500,70,26,0.6656,0.002,0
sweep_thr70,50,2500,70,27,0.6936,0.002,0
sweep_thr70,50,2500,70,28,0.6968,0.002,0
sweep_thr70,50,2500,70,29,0.7056,0.002,0
sweep_thr70,50,2500,70,30,0.6904,0.002,0
